Rickste,f,,East Frisian,,,,,,,,Not available.
Rickwin,m,,Medieval Dutch|Dutch,RIK-win|RIK-vin,,,,,,,"Medieval Dutch variant form of Ryckwyn. Of the many medieval variations, this is the only one that has survived to today, although it is rarely used."
Rícmæg,f,,Anglo-Saxon,,,,,,,,"Uncertain meaning. The first element may be from Old English rice ""power, rule"", and the second may be from mægden ""maiden"" or from mæg meaning ""kinsman, relative"" or ""power, might"" from Old Germanic mageną (compare Isemay, Sedemai, Idmæg). It occurs in medieval documents as Richemaya."
Ricmar,m,,Germanic,,,,,,,,"The first element of this name is derived from the Germanic element rîcja ""powerful, strong, mighty."" This element is also closely related to Celtic rîg or rix and Gothic reiks, which all mean ""king, ruler."" The second element of this Germanic name is derived from Old High German mâri ""famous."""
Ricmot,f,,Old High German|Old Swedish,,,,,,,,"Combination of rihhi ""mighty, distinguished, rich"" and muot ""excitement, concern, wrath; courage""."
Ricmuda,f,,Old High German,,,,,,,,Old High German variant of Ricmot.
Ricmund,m,,Germanic,,,,,,,,"The first element of this name is derived from the Germanic element rîcja ""powerful, strong, mighty."" This element is also closely related to Celtic rîg or rix and Gothic reiks, which all mean ""king, ruler."" The second element of this Germanic name is derived from Old High German mund ""protection."""
Rìco,m,,Lombard,,,,,,,,Cremish Lombard cognate of Rico.
Ricoh,m,,"English (American, Modern, Rare)",,,,,,,,Variant of Rico.
Ricolda,f,,Anglo-Norman,,,,,,,,Feminine form of Richold.
Ricole,f,,Obscure,,,,,,,,Possibly an invented name inspired by Rico or Nicole.
Ricolf,m,,Germanic,,,,,,,,Variant of Riculf.
Ricordano,m,,Medieval Italian,,,,,,,,"Derived from the Italian word ricordano, which comes from the Italian verb ricordare meaning ""to remember"" as well as ""to commemorate""."
Ricou,m,,Provençal,,,,,,,,Diminutive of Enri 2.
Ricout,m,,Medieval Dutch,,,,,,,,Not available.
Ricqui,f,,English (Rare),,,,,,,,Possibly a variant of Ricky.
Ricshod,m,,African American (Rare),,,,,,,,Meaning unknown.
Ricsige,m,,Anglo-Saxon|History,/riːk.ˈsi.je/(Old English),,,,,,,"Derived from the Old English elements ric ""ruler, king"" and sige ""victory"". This name was borne by Rīcsiġe of Northumbria, who became king of Northumbria from 873 until 876."
Ricswind,,,Germanic,,,,,,,,"The first element of this name is derived from the Germanic element rîcja ""powerful, strong, mighty."" This element is also closely related to Celtic rîg or rix and Gothic reiks, which all mean ""king, ruler."" The second element of this Germanic name is derived from Gothic svinths (swind in Old High German) ""strength."""
Ricþryð,f,,Anglo-Saxon,/ˈriːk.ˌθryːθ/(Old English),,,,,,,"Derives from Old English elements rice ""kingdom, authority"" and þryþ ""strength""."
Rictrud,f,,Germanic,,,,,,,,"The first element of this name is derived from the Germanic element rîcja ""powerful, strong, mighty."" This element is also closely related to Celtic rîg or rix and Gothic reiks, which all mean ""king, ruler."" The second element of this Germanic name is derived from þruþ ""strength."""
Rictrude,f,,Germanic,,,,,,,,Variant of Rictrud.
Rìcu,m,,Emilian-Romagnol,,,,,,,,Emilian-Romagnol form of Enrico.
Ricu,m,,Sicilian|Sardinian|Lombard,,,,,,,,"Lombard, Sicilian and Sardinian form of Rico."
Ricuin,m,,Medieval French,,,,,,,,French form of Ricwin.
Riculf,m,,Germanic,,,,,,,,"The first element of this name is derived from the Germanic element rîcja ""powerful, strong, mighty."" This element is also closely related to Celtic rîg or rix and Gothic reiks, which all mean ""king, ruler."" The second element of this Germanic name is derived from Gothic vulfs ""wolf."""
Ricus,m,,Afrikaans,,,,,,,,"Short form of names ending in -ricus, such as Ulricus or Henricus."
Ricuvinus,m,,Germanic (Latinized),,,,,,,,Latinized form of Ricwin.
Ricward,m,,Germanic,,,,,,,,"The first element of this name is derived from the Germanic element rîcja ""powerful, strong, mighty."" This element is also closely related to Celtic rîg or rix and Gothic reiks, which all mean ""king, ruler."" The second element of this Germanic name is derived from Old High German wart ""guard."""
Ricweard,m,,Anglo-Saxon,"/riːk,wæ͜ɑrd/(Old English)",,,,,,,"Derived from the Old English elements ric ""king, ruler"" and weard ""guard, guardian"". From Germanic Ricward."
Ricwin,m,,Germanic,,,,,,,,"The first element of this name is derived from the Germanic element rîcja ""powerful, strong, mighty."" This element is also closely related to Celtic rîg or rix and Gothic reiks, which all mean ""king, ruler."" The second element of this Germanic name is derived from Old High German wini ""friend."""
Riczi,m,,Hungarian,,,,,,,,Diminutive form of Richard.
Rida,f,"ريدا(Urdu, Arabic)",Urdu|Arabic|Spanish,,,,,,,,Variant of Rayda which is of Arabic origin that means “soft breeze”.The Lebanese singer Reeda Boutros is a known bearer who gained fame along with her sister as the first female pop duet in the Arab world.
Ridaan,m,,Muslim,,,,,,,,Not available.
Ridan,,"莉暖, 里圓, etc.(Japanese Kanji)",Japanese (Rare),,,,,,,,"From Japanese 莉 (ri) meaning ""white jasmine"" or 里 (ri) meaning ""village"" combined with 暖 (dan) meaning ""warm"" or 圓 (dan) meaning ""round; circle"". Other kanji combinations are possible."
Riddh,m,"ऋद्ध(Sanskrit, Hindi, Marathi, Nepali)",Indian|Sanskrit|Hindi|Tamil|Telugu|Kannada|Malayalam|Hinduism|Punjabi|Bengali|Nepali,riddh(Indian),,,,,,,"MEANING: increased, thriving, prosperous, abundant, wealthy, filled with (voices), made to resound,stored grain,a demonstrated conclusion, distinct result Usage : Sanskrit, Indian, Tamil, Telugu, Nepali, Sinhala, Hindi, Sikh, Buddhist"
Riddha,,,Indian (Rare)|Bengali (Rare),,,,,,,,"From Sanskrit ऋद्धि (ṛddhi) meaning ""prosperity, success, wealth""."
Riddhi,f,ऋद्धि(Hindi),Indian,,,,,,,,"meaning-fortunate,wife of lord ganesh-------------------------------------Indian feminine name meaning ""prosperity, good fortune"". It is the epithet for the wife of Kuvera as well as for Parvati and for Lakshmi."
Riddhida,f,"ऋद्धिदा(Sanskrit, Hindi, Nepali)",Sanskrit|Hindi|Indian|Nepali|Sinhalese|Hinduism|Tamil|Telugu|Kannada|Malayalam|Bengali|Gujarati|Assamese,Riddhidaa(Hindi),,,,,,,"MEANING - giver of sucess, bestowing magical-powers or fortune. a name of goddess Durga. Here ऋद्धि means magicalpowers, success + दा means conferring"
Riddhil,m,ऋद्धिल(Sanskrit),Hinduism,Rriddhil|Riddhil,,,,,,,"MEANING - one having magical powers, prosperous, successfulHere ऋद्धि means prosperity, success, magical powers, wealth +लाति(ला) means to give or obtain ल is used from verb लUsage : Sanskrit, Indian, Tamil, Telugu, Nepali, Sinhala, Hindi, Sikh, Buddhist"
Riddhila,f,"ऋद्धिला(Sanskrit, Hindi, Marathi, Nepali)",Indian|Sanskrit|Hindi|Hinduism|Tamil|Telugu|Bengali,Rriddhilaa(Indian),,,,,,,"Name: Riddhila ऋद्धिलाMEANING - one having magical powers, prosperous, successfulHere ऋद्धि means prosperity, success, magical powers, wealth +लाति(ला) means to give or obtain"
Riddhimaan,m,"ऋद्धिमान्(Sanskrit, Hindi, Marathi, Nepali)",Indian|Sanskrit|Hindi|Hinduism|Nepali,riddhimaan(Indian),,,,,,,"MEANING : rich, prosperous Usage : Sanskrit, Indian, Tamil, Telugu, Nepali, Sinhala, Hindi, Sikh, Buddhist"
Riddhiman,m,,Bengali (Hindu),,,,,,,,"Possibly from the Sanskrit noun ऋद्धि (ṛ́ddhi) meaning ""growth, increase; prosperity, good fortune, wealth; success""."
Riddick,m,,English (Rare)|Popular Culture,RID-ik,,,,,,,Transferred use of the surname Riddick. A famous fictional bearer of the surname was the (anti)hero Richard B. Riddick from the 'Chronicles of Riddick' movies.
Ridel,m,,?|Norman,,,,,,,,Not available.
Ridelca,f,,Spanish (Rare),,,,,,,,Not available.
Rider,m,,English (Modern),/ˈɹaɪ.dəɹ/,,,,,,,"From a surname that was a variant of Ryder. This name was borne by the British novelist Sir Henry Rider Haggard (1856-1925), generally known as H. Rider Haggard or Rider Haggard."
Rideum,,,"Korean (Modern, Rare)",/ɾi.dɯm/,,,,,,,Borrowed from English Rhythm.
Ridgeciano,m,,"Dutch (Surinamese, Rare)",,,,,,,,"Combination of Ridge with a given name that ends in -ciano, such as Luciano and Marciano.A notable bearer of this name is the Dutch professional soccer player Ridgeciano Haps (b. 1993), who is of Surinamese descent."
Ridgely,m,,English (American),RIJ-lee(American English),,,,,,,Transferred use of the surname Ridgely.A notable bearer of this name is the American poet and playwright Ridgely Torrence (1874-1950).
Ridgeway,m,,"English (American, Rare, Archaic)",/ˈɹɪd͡ʒ.weɪ/(American English),,,,,,,Transferred use of the surname Ridgeway.
Ridhan,m,,Arabic,Ridhan,,,,,,,"Meaning is Great heart, gift of God."
Ridhima,f,रिद्धिमा(Hindi),Indian|Hindi|Marathi,,,,,,,,"Derived from Sanskrit ऋद्धि (ṛddhi) meaning ""success, wealth, fortune""."
Ridho,m,,Indonesian,/ˈri.do/,,,,,,,Indonesian form of Rida.
Ridhuan,m,,Malay|Indonesian,,,,,,,,Malay and Indonesian form of Ridwan.
Ridhwan,m,,Malay|Indonesian,,,,,,,,Malay and Indonesian variant of Ridwan.
Ridia,f,,Various,RID-ee-ə(English),,,,,,,Possibly a variant of Lydia.
Ridima,f,,Nepali,Re de ma,,,,,,,It means god and prosperity.The name Ridima is mostly used in Nepal or India.
Ridjimiraril,m,,Indigenous Australian,,,,,,,,"Ridjimiraril is a main character in Australian film ""Ten Canoes""."
Ridle,m,,German (Rare),REED-lə,,,,,,,The name of the football player Ridle Baku was inspired by the surname of the German football player Karl-Heinz Riedle.
Ridlee,f,,English (Rare),,,,,,,,"Variant of Ridley. According to the SSA, 6 girls were named Ridlee in 2018."
Ridleigh,f,,English (Rare),,,,,,,,Variant of Ridley.
Ridly,m,,English (Rare),,,,,,,,Variant of Ridley.
Rido,m,,German (Rare)|Indonesian,REE-do|/ˈri.do/,,,,,,,Not available.
Ridolfo,m,,Italian,Ree-DOHL-Foh,,,,,,,Variant of Rodolfo.
Ridolfuccio,m,,Medieval Italian,,,,,,,,"Medieval Italian diminutive of Ridolfo, as -uccio is an Italian masculine diminutive suffix."
Ridon,m,,English (Rare),Rid-on,,,,,,,"Anglo-Saxon in origin. It is a product of their having lived in Roydon, places found in Essex and Norfolk. The place-name Roydon is derived from the Old English elements rygen, which means ""rye"", and dun, which means ""hill"". The place-name as a whole translates as ""hill where rye is grown"""
Ridoredh,m,,Medieval Breton,,,,,,,,Not available.
Ridorfo,m,,Ligurian,,,,,,,,Ligurian form of Rudolph.
Ridouan,m,رضوان(Arabic),Arabic (Maghrebi),,,,,,,,Alternate transcription of Arabic رضوان (see Ridwan) chiefly used in Morocco.
Ridouane,m,رضوان(Arabic),Arabic (Maghrebi),/ridˤ.ˈwaːn/(Arabic),,,,,,,Alternate transcription of Arabic رضوان (see Ridwan) chiefly used in Morocco.
Riduan,m,,Indonesian|Malay,,,,,,,,Indonesian and Malay variant of Ridwan.
Riduwan,m,,Indonesian,,,,,,,,Indonesian form of Ridwan.
Ridvan,m,,Albanian,,,,,,,,Albanian form of Rıdvan.
Ridwaan,m,رضوان(Arabic),Arabic,/ridˤ.ˈwaːn/,,,,,,,Alternate transcription of Arabic رضوان (see Ridwan).
Ridza,m,,Malay,,,,,,,,Malay form of Rida.
Ridzal,m,,Malay,,,,,,,,Variant of Rizal.
Ridzuan,m,,Malay,,,,,,,,Malay variant of Ridwan.
Ridzuwan,m,,Malay,,,,,,,,Malay variant of Ridwan.
Ridzwan,m,,Malay,,,,,,,,Malay variant of Ridwan.
Rie,f,,Dutch|Danish|Limburgish,"RHEE(Dutch, Limburgish)",,,,,,,"Dutch, Danish and Limburgish short form of Maria and Marie."
Rieanna,f,,"English (American, Rare)",,,,,,,,Variant of Rhianna.
Rieaya,f,رعاية(Arabic),Arabic,RIE-A-yah,,,,,,,Means “caring” in Arabic.
Riece,,,American (Rare),/ˈriːs/,,,,,,,Variant of Reese/Rhys.
Riedel,m,,Minahasan,/ˈri.dəl/,,,,,,,"Transferred use of the surname Riedel as a given name. In Minahasa, this name is used in honor of Johann Friedrich Riedel (1798–1860), a German missionary who brought Christianity to the local people, alongside with Johann Gottlieb Schwarz."
Riedo,m,,Friulian,,,,,,,,Not available.
Riefge,f,,Medieval Jewish|Yiddish (Archaic),,,,,,,,Late medieval German-Yiddish variant of Rifka.
Rieg,m,,Breton,,,,,,,,Variant of Riok.
Rieinmelth,f,,Old Celtic|Medieval Scottish|Pictish|Brythonic,,,,,,,,"A woman connected with Oswiu/Oswi, who grew up in Dál Riata/Pictland"
Riek,f,,Dutch|Nuer,RHEEK,,,,,,,"Dutch short form of Henrika, Frederiek and Marieke."
Rieka,f,,Indonesian|German (Rare)|Dutch,REE-ka,,,,,,,Not available.
Rieke,f,,German|Dutch,REE-kə(German)|/ˈri.kə/(Dutch),,,,,,,"Diminutive of feminine names that contain the sound ""ree"" (such as Henrike or Marieke). It is also a diminutive of Rie in Dutch."
Rieko,f,"理恵子, 理絵子, 理江子, 利恵子, 利絵子, 利江子, 里恵子, 里絵子, 里江子, etc.(Japanese Kanji)|りえ子(Kanji/Hiragana)|りえこ(Japanese Hiragana)|リエコ(Japanese Katakana)",Japanese|Dutch (Rare)|Frisian (Rare)|German (Rare),"ṘEE-EH-KO|REE-ko(Dutch, Frisian, German)|RHEE-ko(Dutch)",,,,,,,"This name combines 理 (ri, kotowari) meaning ""arrangement, justice, logic, reason, truth"", 利 (ri, ki.ku) meaning ""advantage, benefit, profit"" or 里 (ri, sato) meaning ""league, parent's home, ri (unit of distance - equal to 3.927 km), village"" & 恵 (e, kei, megu.mi) meaning ""blessing, favour, grace, kindness"", 絵 (e, kai) meaning ""drawing, painting, picture, sketch"" or 江 (kou, e) meaning ""bay, creek, inlet"" with 子 (shi, su, tsu, ko) meaning ""child, sign of the rat."" Other kanji combinations are possible, including the りえ子 spelling with two phonetic characters making up Rie with 子."
Riel,,,Various,,,,,,,,"Transferred from the French surname Riel or a short form of names ending in -riel, especially Ariel (See also Rielle/Riella)."
Rielana,f,,"German (Modern, Rare)",ree-LA-na,,,,,,,Variant of Rilana.
Riele,f,,English,RE-ELLE,,,,,,,Possibly an invented named borne by the Canadian child actress Riele Downs (born 2001-)
Rielee,f,,"English (American, Modern, Rare)",,,,,,,,Variant of Riley and Reilly.
Riella,f,,Filipino (Rare),,,,,,,,Not available.
Rielle,f,,English (Rare)|Dutch (Rare),,,,,,,,Short form of names ending in -rielle.
Rielley,,,English (Rare),,,,,,,,Variant of Reilly and Riley.
Rielly,,,English (Rare)|Brazilian (Rare),,,,,,,,"Variant of Reilly. In Brazil, it's used as a short form of names ending in -rielly, especially Gabrielly."
Riely,,,English (Rare)|Brazilian,,,,,,,,"Variant of Reilly, Riley and Rielly."
Rielyn,f,,"English (Modern, Rare)",,,,,,,,Variant of Rilyn.
Rielynn,f,,"English (Modern, Rare)",,,,,,,,Variant of Rilyn.
Riềm,,,Vietnamese (Rare),/ziəm˨˩/|/ʐiəm˦˩/|/ɹim˨˩/,,,,,,,Meaning unknown.
Riem,,,West Frisian,REEM,,,,,,,Mostly feminine form of Rieme.
Rieme,,,West Frisian,REE-mə,,,,,,,"West Frisian short form of names that have Germanic hrôthi Anglo-Frisian hreth- ""glory, fame"" as a first element, such as Rodmar and Rotburg."
Riemer,m,,West Frisian,REE-mər,,,,,,,Strictly masculine form of Rieme.
Riemert,m,,West Frisian,REE-mərt,,,,,,,Variant of Riemer.
Riemke,f,,West Frisian,REEM-kə,,,,,,,Feminine diminutive form of Riem or Rieme.
Riện,m,,Vietnamese (Rare),/ziən˧˨ʔ/|/ʐiəŋ˨˩ʔ/|/ɹiəŋ˨˩˨/,,,,,,,Meaning unknown.
Riễn,m,,Vietnamese (Rare),/ziən˦ˀ˥/|/ʐiəŋ˧˨/|/ɹiəŋ˨˩˦/,,,,,,,Perhaps a variant of Diễn.
Riển,m,,Vietnamese (Rare),/ziən˧˩/|/ʐiəŋ˧˨/|/ɹiəŋ˨˩˦/,,,,,,,Meaning unknown.
Riena,f,"里絵奈, 里瑛奈, 莉恵奈, 莉江那, 里愛奈, 理恵奈, 利恵奈, etc.(Japanese Kanji)",Japanese,ṘEE-E-NAH,,,,,,,"From Japanese 里 (ri) meaning ""village"", 絵 (e) meaning ""picture, painting, drawing, sketch"" combined with 奈 (na) meaning ""apple tree"". Other kanji combinations are possible."
Rieneke,,,Dutch,REEN-nə-kə,,,,,,,"When borne by a female person, this name is a good example of how one can turn a very masculine name (Rien 1) into a feminine name by simply adding the diminutive suffix -ke to the original name. But when borne by a male person, this name is simply a pet form because of the diminutive suffix."
Riêng,,,Vietnamese,/ziəŋ˧˧/|/ʐiəŋ˧˧/|/ɹiəŋ˧˧/,,,,,,,"Means ""distinct, particular"" in Vietnamese."
Riềng,,,Vietnamese (Rare),/ziəŋ˨˩/|/ʐiəŋ˦˩/|/ɹiəŋ˨˩/,,,,,,,"Means ""galangal of genus Alpina"" in Vietnamese."
Rienie,f,,Afrikaans,,,,,,,,Not available.
Rienn,f,,Breton,REE-ehn,,,,,,,Possibly a variation of Riann or Rien
Rienna,f,,English (Australian),re-EH-na(Australian English),,,,,,,Possibly a modern Australian form of Adriana and short for Adrienna.
Riënne,f,,Dutch (Rare),,,,,,,,Possibly a feminine form of either Rien 1 or Rien 2.
Riệp,,,Vietnamese (Rare),/ziəp̚˧˨ʔ/|/ʐiəp̚˨˩ʔ/|/ɹip̚˨˩˨/,,,,,,,Probably a variant of Diệp.
Riera,f,,Catalan (Rare),/ri.ˈɛ.ɾə/,,,,,,,"Means ""torrent"" in Catalan, taken from the Catalan title of the Virgin Mary, Mare de Déu de la Riera, meaning ""Mother of God of the Torrent,"" venerated at the hermitage in the Baix Camp municipality of Les Borges del Camp."
Ries,m,,Dutch,/ˈris/,,,,,,,"Short form of Marinus, Marius and Richard (also found spelled as Riesjard and Riesjart). In rare cases, the name is also used as a short form of Andries (instead of the usual Dries)."
Riesa,f,,English (Rare)|Indonesian (Rare),,,,,,,,Not available.
Riese,,,"American (Modern, Rare)",,,,,,,,Transferred use of the (originally German) surname Riese.
Riết,,,Vietnamese (Rare),/ziət̚˧˦/|/ʐiək̚˦˧˥/|/ɹiək̚˦˥/,,,,,,,"Means ""to tighten"" or ""with all one's might"" in Vietnamese."
Riet,f,,Dutch|Limburgish|Romansh,REET,,,,,,,Dutch and Limburgish short form of Marietje and Margriet.
Rieta,f,,Latvian (Rare),,,,,,,,"Derived from Latvian riets ""sunset""."
Rietje,f,,German|Dutch,RHEE-chu,,,,,,,Short form of Marietje.
Rieto,f,,Provençal,,,,,,,,Short form of Enrieto.
Rietrikki,m,,"Finnish (Rare, Archaic)",RI-EHT-rik-ki,,,,,,,A Finnish variant of Frederick.
Riëtta,f,,Dutch (Rare),,,,,,,,Variant of Riëtte.
Rietta,f,,Dutch|American,ree-ET-a(Dutch),,,,,,,Shortened from Henrietta.
Riëtte,f,,Dutch,,,,,,,,Short form of Henriëtte.
Riette,f,,Afrikaans,,,,,,,,Variant of Riëtte.
Riệu,,,Vietnamese (Rare),/ziəw˧˨ʔ/|/ʐiw˨˩ʔ/|/ɹiw˨˩˨/,,,,,,,Variant of Diệu.
Rieu,m,,History (Ecclesiastical),,,,,,,,Gallo form of Rieul.
Rieul,m,,"History (Ecclesiastical)|French (Rare)|French (Belgian, Rare)",,,,,,,,French form of Regulus.
Rieuwerd,m,,Dutch,,,,,,,,Dutch form of Radward.
Rieuwert,m,,West Frisian,,,,,,,,Modern Frisian form of Redward.
Riezka,,,Indonesian,/ˈriz.ka/,,,,,,,Variant of Rizka.
Riezki,,,Indonesian,/ˈriz.ki/,,,,,,,Variant of Rizki.
Riezky,,,Indonesian,/ˈriz.ki/,,,,,,,Variant of Rizki.
Rif,m,"Риф(Bashkir, Tatar)",Bashkir|Tatar|Dutch (Rare),[rʲif](Bashkir)|RIF,,,,,,,"Either derived from Arabic رِيف (rīf) meaning ""country, countryside"" or a Bashkir and Tatar form of the name Arif."
Rifa,m,,Shona,REE-FA,,,,,,,"It means ""legacy; inheritance""."
Rifaat,m,رفعت(Arabic),Arabic,/ri.ˈfaʕt/,,,,,,,Alternate transcription of Arabic رفعت (see Rifat).
Rifda,f,,Indonesian,,,,,,,,Not available.
Riff,,"ריף, ריף(Hebrew)","Hebrew (Modern, Rare)|Popular Culture|Dutch (Modern, Rare)|Medieval German",RIF|REEF|RIF(Dutch),,,,,,,"Short form of Rifka, Rivka or Rafael."
Riffca,f,,Judeo-French,,,,,,,,Judeo-French cognate of Rifka.
Riffert,m,,Medieval German,,,,,,,,Medieval German form of Ricfrid.
Rifka,f,,Indonesian,/ˈrif.ka/,,,,,,,Feminine form of Rifki.
Rifkah,f,,Indonesian,/ˈrif.kah/,,,,,,,Variant of Rifka.
Rifkat,m,Рифкат(Tatar),Tatar,,,,,,,,Tatar form of Rifqät
Rifke,m,,West Frisian (Archaic)|Dutch (Rare),RIF-kə,,,,,,,"Frisian diminutive of a masculine Germanic given name, which was likely Riffert or a variant of Rieuwert (such as Rivert and Riwert)."
Rifkele,f,,Yiddish,,,,,,,,"Diminutive of Rifka. Used frequently in Ruth Minsky Sender's novel ""The Cage."""
Rifki,m,,Indonesian,/ˈrif.ki/,,,,,,,"Derived from Arabic رفق (rifq) meaning ""friendliness, kindness, gentleness""."
Rifkie,m,,Indonesian,/ˈrif.ki/,,,,,,,Variant of Rifki.
Rifky,m,,Indonesian,/ˈrif.ki/,,,,,,,Variant of Rifki.
Rifoel,m,,Yiddish,,,,,,,,Yiddish form of Raphael.
Rifqa,f,رفقة(Arabic),Judeo-Arabic|Arabic|Indonesian,/ˈrif.ka/,,,,,,,Arabic form and Judeo-Arabic transcription of Rivqah.
Rifqah,f,,Indonesian,/ˈrif.kah/,,,,,,,Variant of Rifka.
Rifqät,m,Рифҡәт(Bashkir),Bashkir,,,,,,,,Bashkir form of Rifat.
Rifqi,m,,Indonesian,/ˈrif.ki/,,,,,,,Variant of Rifki.
Rifqie,m,,Indonesian,/ˈrif.ki/,,,,,,,Variant of Rifki.
Rifqy,m,,Indonesian,/ˈrif.ki/,,,,,,,Variant of Rifki.
Riften,m,,"English (American, Modern, Rare)",,,,,,,,Not available.
Riftyn,m,,"English (American, Modern, Rare)",,,,,,,,Not available.
Rifu,m,রিফু(Bengali)|ꠞꠤꠚꠥ(Sylheti),Bengali (Muslim),,,,,,,,Nickname for Arif.
Rifumu,m,,Tsonga,,,,,,,,"Means ""wealth"" in Xitsonga."
Ríg,m,,Norse Mythology,,,,,,,,Rig is the god Heimdall disguised.
Rig,m,"ऋग्(Sanskrit, Hindi, Marathi)",Swedish|Sanskrit|Indian|Hinduism,Rig(Sanskrit),,,,,,,Short form of names containing the name element RIK or a Swedish form of Rex.
Rigard,m,,Manx,RIG-uhrd,,,,,,,Manx form of Richard.
Rigas,m,Ρήγας(Greek),Greek,/ˈɾi.ɣas/,,,,,,,"Derived from Ancient Greek ῥήξ (rhex), a borrowing of Latin rex meaning ""king""."
Rigaut,m,,Medieval Occitan,,,,,,,,Not available.
Rigden,m,,English,,,,,,,,Not available.
Rigdzin,,རིག་འཛིན(Tibetan),Tibetan,/ʐiˀ˩˨.t͡sĩ˩˨/|/ʐik̚ˀ˩˨.t͡sĩ˩˨/,,,,,,,Alternate transcription of Tibetan རིག་འཛིན (see Rigzin).
Rigels,m,,Albanian,,,,,,,,Not available.
Rigett,m,,Romansh (Archaic),,,,,,,,Variant of Riget.
Rigewarg,m,,Medieval Welsh,,,,,,,,Not available.
Riggan,m,,"English (American, Modern, Rare)",RIG-ən(American English),,,,,,,Transferred use of the surname Riggan. A notable bearer is the main character Riggan Thomson from the movie 'Birdman'.
Riggins,m,,"English (American, Modern, Rare)",RIG-inz(American English),,,,,,,"From the Irish Surname, Riggins, meaning ""son of Riagán""."
Riggs,m,,"English (American, Modern)",RIGZ(American English),,,,,,,Transferred use of the surname Riggs.
Riggston,m,,"English (American, Americanized, Rare)",Re-ggs-ton(American English),,,,,,,Not available.
Righet,m,,Romansh (Archaic),,,,,,,,Variant of Riget.
Righetta,f,,Romansh (Archaic),,,,,,,,Feminine form of Righet.
Righteous,m,,Romani (Archaic),,,,,,,,Not available.
Rigin,m,,Old Irish,,,,,,,,"Old Irish form of Rhain, used by a king of the bilingual kingdom of Dyfed with his Irish-speaking subjects."
Rigina,f,Ρηγίνα(Greek),Greek,REE-ji-na,,,,,,,Greek form of Regina.
Riginos,m,Ρηγίνος(Greek),Greek (Cypriot),,,,,,,,"This is the name of the patron saint of the Greek island of Skopelos. According to tradition, he was a 4th-century bishop who was tortured to death."
Rigivan,m,ரிஜீவன்(Tamil),Tamil,,,,,,,,Not available.
Rigley,,,"English (American, Modern, Rare)",/ˈɹɪɡ.li/(American English),,,,,,,"Transferred use of the surname Rigley, influenced by the popularity ot names like Rigby, Ridley and Ripley)."
Rigmár,f,,Old Danish,,,,,,,,"Old Danish form of Ricmot. The last element of the name has later sometimes been associated with Old Danish már ""girl, virgin""."
Rigmo,f,,Swedish (Rare),,,,,,,,Variant of Rigmor.
Rignomer,m,,Germanic|History,,,,,,,,"Variant of either Ragnomar or Ricomer (see Ricmar). Rignomer of Le Mans was a brother of Ragnachar, a 5th-century king of Cambrai (France)."
Rigo,m,,Asturian,RI-go,,,,,,,Diminutive of Rodrigo.
Rigoberta,f,,Spanish (Rare)|Italian (Rare),,,,,,,,Feminine form of Rigoberto. A famous bearer is the Guatemalan human rights activist Rigoberta Menchú (1959-).
Rigoberte,f,,French (Rare),,,,,,,,Feminine form of Rigobert.
Rigobertus,m,,Germanic (Latinized),,,,,,,,Not available.
Rigoletto,m,,Romani,,,,,,,,From the title of the Versi opera 'Rigoletto'.
Rigonda,f,,Latvian,,,,,,,,Not available.
Rigotto,m,,Medieval Italian,,,,,,,,"Short form of Amerigotto, Arrigotto and other pet forms that end in -rigotto."
Rigoulos,m,Ρήγουλος(Greek),Greek,,,,,,,,"Modern Greek spelling of Regoulos, which is the ancient Greek and late Greek form of Regulus."
Rígr,m,,Norse Mythology,,,,,,,,"A Norse god, described as ""old and wise, mighty and strong"", fathers the classes of mankind. The prose introduction of Rígsþula (or Rígsmál) states that Rígr is another name for Heimdall, who is also called the father of mankind in Völuspá."
Rigsang,,རིག་བཟང(Tibetan),Tibetan,/ʐi˥˨.saŋˑ/,,,,,,,Alternate transcription of Tibetan རིག་བཟང (see Rigzang).
Riguccio,m,,Medieval Italian,,,,,,,,"Short form of Ameriguccio, Arriguccio and other pet forms that end in -riguccio."
Rigunda,f,,Germanic (Latinized),,,,,,,,Variant of Rigundis.
Rigundis,f,,Germanic (Latinized),,,,,,,,Latinized form of Ricgund.
Rigunth,f,,Germanic (Latinized)|History,,,,,,,,Variant of Rigundis via the spelling Rigunthis. This name was borne by a daughter of the 6th century Neustrian king Chilperic I.
Rigzang,,རིག་བཟང(Tibetan),Tibetan|Bhutanese,/ʐi˥˨.saŋˑ/(Tibetan),,,,,,,"Means ""wise, intelligent"" in Tibetan."
Rigzen,,རིག་འཛིན(Ladakhi),Ladakhi,,,,,,,,Ladakhi form of Rigzin.
Rigzin,,"རིག་འཛིན(Tibetan, Ladakhi)",Tibetan|Bhutanese|Ladakhi,/ʐiˀ˩˨.t͡sĩ˩˨/(Tibetan)|/ʐik̚ˀ˩˨.t͡sĩ˩˨/(Tibetan),,,,,,,"From Tibetan རིག་འཛིན (rig-dzin) meaning ""holder of knowledge"", derived from རིག (rig) meaning ""knowledge, awareness"" and འཛིན (dzin) meaning ""to hold, to bear""."
Rigzing,,རིག་འཛིན(Tibetan),Tibetan,/ʐiˀ˩˨.t͡sĩ˩˨/|/ʐik̚ˀ˩˨.t͡sĩ˩˨/,,,,,,,Alternate transcription of Tibetan རིག་འཛིན (see Rinzin).
